"","STATUS_PANTINUM","STATUS_GOLD","STATUS_SILVER","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_L_Y1","FARE_L_Y3","FARE_L_Y4","FARE_L_Y5","POINTS_L_Y1","POINTS_L_Y2","POINTS_L_Y3","POINTS_L_Y4","POINTS_L_Y5","CALL_FLAG","BENEFIT_FLAG","BUYER_FLAG"
"1168",0,0,1,3,72,27,206,221,216,212,209.8,234.7,215.4,234.8,238.7,1,0,"0"
"1169",0,0,0,2,92,24,179,172,184,177,150.3,109.8,147.9,175,182.5,0,0,"0"
"1170",0,0,0,4,32,16,136,121,114,119,134.8,91.1,133.9,140.4,128.5,0,0,"0"
"1171",0,0,1,4,56,22,216,217,224,216,210.5,204,229,229.9,197.4,1,1,"0"
"1172",0,0,1,2,132,24,260,262,251,250,206.9,248.4,262.5,247.1,238.2,0,0,"0"
"1173",0,0,0,0,0,21,162,159,174,159,121.6,162.6,191.9,164.6,107.8,0,0,"0"
"1174",0,0,0,3,44,13,136,124,121,127,117.3,114.8,71.8,90,93.3,0,0,"1"
"1175",0,0,0,2,68,17,126,128,131,143,142.4,151,154.2,147.8,171.5,0,0,"0"
"1176",0,0,0,3,44,17,117,125,131,132,125.8,136.8,123.7,100.8,131.9,0,0,"0"
"1177",0,0,0,4,36,20,128,132,132,142,165.9,127.3,133.9,138,153.7,0,0,"0"
"1178",0,0,0,5,28,13,135,134,141,135,132.3,120.6,72.6,127.8,107,0,0,"0"
"1179",0,0,1,3,64,16,193,191,185,199,176.6,180.4,223.8,273.9,282.7,0,0,"0"
"1180",0,0,0,3,44,21,122,120,127,123,135.8,127.2,126.7,87.3,63.9,0,0,"0"
"1181",0,0,1,7,36,22,247,252,249,258,274.3,303.1,304,279.1,309.9,1,1,"0"
"1182",0,0,0,4,36,18,145,139,134,152,89.8,91.8,125.9,148.9,182.2,0,0,"0"
"1183",0,0,1,5,36,24,170,177,169,173,211.6,251.9,240.2,232.5,204.6,0,0,"0"
"1184",0,0,1,5,52,28,285,258,280,263,280.4,266.4,220.9,259.5,308.9,0,1,"0"
"1185",0,0,0,3,56,21,143,165,159,142,183.3,119.1,137.6,116.9,118.6,0,0,"0"
"1186",0,0,1,8,24,28,186,191,189,183,164.3,194,245.1,207.5,218.5,0,1,"0"
"1187",0,0,1,1,184,14,204,191,183,190,182.8,198.6,179.6,238.7,265.4,0,1,"0"
"1188",0,0,1,2,112,27,224,219,218,208,272,232.3,250,223.2,197.7,0,0,"0"
"1189",0,0,0,4,44,19,178,165,161,173,190,159.7,190.7,168.4,174.6,0,0,"0"
"1190",0,0,0,3,60,18,164,170,172,177,167.6,127.2,181.3,232.6,158,0,0,"0"
"1191",0,0,1,6,44,18,292,289,268,263,259.2,234,199.3,167.5,193.3,0,1,"0"
"1192",0,0,0,6,24,18,130,140,138,126,126.6,100.9,96.3,87.6,83.2,0,0,"0"
"1193",0,0,0,6,24,19,133,133,139,139,158.7,137.8,123.6,125.7,117.9,0,0,"0"
"1194",0,0,1,2,100,21,197,210,220,221,277.4,255.1,269.8,281.3,305.5,1,0,"1"
"1195",0,0,0,3,44,19,136,123,114,119,124.8,162.3,156.2,107.1,88.3,0,0,"0"
"1196",0,0,0,5,36,21,175,166,168,180,209.3,220.3,187.1,156.9,155.1,0,0,"0"
"1197",0,0,0,3,44,19,127,123,122,123,176.8,127.5,118,131,106.7,0,0,"0"
"1198",0,0,0,4,44,16,174,188,176,172,121,131.6,185,180.2,154.6,0,0,"0"
"1199",0,0,0,3,48,19,131,134,146,146,123.8,127.9,134.4,166.3,214.4,0,0,"0"
"1200",0,0,1,6,36,15,220,205,214,204,250.2,188.3,204.2,187.7,197.3,0,1,"0"
"1201",0,0,0,5,32,19,158,158,165,168,162.3,192,206.9,169,147.9,0,0,"0"
"1202",0,0,0,6,36,21,203,181,178,181,177.4,163.7,140.6,149.5,175,0,0,"0"
"1203",0,0,0,4,36,20,139,142,118,125,99.5,141.5,176.9,149.4,146.3,0,0,"0"
"1204",0,0,0,4,36,10,138,134,140,139,111.7,149.9,152.2,154.5,186,0,0,"0"
"1205",0,0,0,2,140,12,249,256,278,196,148.3,173.2,172.5,156,191.4,0,0,"0"
"1206",0,0,0,5,36,17,171,175,176,163,195.9,235.2,185,159.5,156.1,0,0,"0"
"1207",0,1,0,4,80,28,326,320,314,319,329,291.5,315.3,275.1,310.7,0,1,"0"
"1208",0,0,1,2,108,30,200,228,227,229,297,282.1,302.5,278.7,280.1,0,1,"1"
"1209",0,0,0,4,44,17,187,173,183,178,119.3,133.2,184.6,176.4,219.5,0,0,"0"
"1210",0,0,0,2,64,23,132,136,128,123,130.1,131.9,132.1,138,94.3,0,0,"1"
"1211",0,0,0,6,20,15,137,138,120,129,154.4,163.3,171.5,153,161.5,0,0,"0"
"1212",0,0,0,3,48,25,137,129,128,137,159.8,145.6,155.7,152.4,129.9,0,0,"0"
"1213",0,0,1,4,56,21,176,244,215,219,255.4,248.7,248.2,230.3,225,0,1,"0"
"1214",0,0,0,1,180,27,182,179,170,160,218.7,182.9,147.9,132.9,160.4,0,0,"0"
"1215",0,0,1,5,32,13,146,141,147,158,229.2,229.3,228.5,241,232.7,0,0,"0"
"1216",0,0,0,2,84,21,167,166,168,164,125.7,78.2,119.6,128.8,138.1,0,0,"0"
"1217",0,1,0,3,112,28,341,325,324,326,305,304,337.4,325.4,319.4,0,0,"0"
"1218",0,0,0,8,20,24,140,125,118,126,171.2,102.1,23.7,98.7,106.7,0,0,"0"
"1219",0,0,0,3,40,24,133,119,111,93,142.3,167.6,119.4,83.7,55.2,0,0,"0"
"1220",0,0,1,3,60,15,174,170,171,179,233.9,257.4,219,233.6,189.2,0,1,"0"
"1221",0,1,0,6,92,25,517,503,448,437,354.6,359.2,379.6,381,401.7,0,1,"0"
"1222",0,0,1,3,64,16,189,168,170,177,232.6,199.5,200.4,211.2,185.6,0,0,"0"
"1223",0,0,0,6,32,18,171,167,176,181,163.9,188.6,174.6,167.7,194.1,0,0,"0"
"1224",0,0,1,8,32,21,189,230,219,239,235.3,215.3,243.7,248.8,252.9,0,0,"1"
"1225",0,0,0,2,72,17,138,156,140,149,203.4,170.9,172.7,170.2,170.1,0,0,"0"
"1226",0,0,0,7,28,23,185,174,175,170,211.6,168.8,130.9,143,110.2,0,0,"0"
"1227",0,0,1,2,116,14,202,208,220,226,253.4,258.8,245.4,271.4,261,0,0,"0"
"1228",0,0,0,1,144,19,141,144,141,146,148.9,144.7,122,144.8,148.6,0,0,"0"
"1229",0,0,0,0,0,15,134,116,127,115,173.6,186.5,156.2,123.2,118.7,0,0,"0"
"1230",0,0,0,3,48,16,119,118,129,138,102.6,87.5,99.3,95.4,131.8,0,0,"0"
"1231",0,0,0,6,20,26,99,135,158,150,197.8,176.9,231.5,210,155.6,0,0,"0"
"1232",0,0,0,5,28,22,131,135,129,134,106.8,151.6,116.7,146.8,126.6,0,0,"0"
"1233",0,0,0,3,48,30,102,139,153,140,149.2,151.3,149.9,137.3,147.9,0,0,"0"
"1234",0,0,0,3,48,14,135,142,144,149,144.1,166.7,225.1,174.9,186.1,0,0,"0"
"1235",0,0,1,6,60,22,344,268,284,307,306.7,288.8,293.1,301,309.7,0,0,"1"
"1236",0,1,0,5,68,29,337,332,332,337,327.6,314,306.9,337.8,392.5,0,1,"0"
"1237",0,0,1,3,76,22,223,230,231,223,220.1,231.9,251.4,232,256.5,0,1,"0"
"1238",0,0,1,3,84,16,243,251,249,252,290.5,278,274.6,247,289,0,1,"0"
"1239",0,0,0,3,44,25,129,134,135,128,158.2,169.4,173.9,114.4,118.3,0,0,"0"
"1240",0,0,0,2,96,22,191,183,183,160,176,132.8,145.3,182.9,195.3,0,0,"0"
"1241",0,0,1,6,44,32,257,254,256,246,263.5,276.1,238.9,271.8,278.1,1,0,"0"
"1242",0,0,0,6,28,18,144,147,142,142,98.3,134.9,154.1,202.6,179,0,0,"0"
"1243",0,0,0,2,76,14,156,160,148,137,137.4,121.3,132.6,156.8,153.9,0,0,"0"
"1244",0,0,1,5,68,27,321,303,277,292,258.6,242.6,236.3,284.3,310.7,0,0,"0"
"1245",0,0,0,3,48,19,150,142,142,131,151.1,144.2,136.7,97.1,95.2,0,0,"0"
"1246",0,0,0,8,24,16,186,183,180,173,164.3,156.9,146.9,190.5,202.5,0,0,"0"
"1247",0,0,0,6,32,20,197,178,178,180,136.5,199.6,177.8,186.3,144.1,0,0,"0"
"1248",0,0,0,4,32,16,125,116,114,117,136.4,119.8,73,95.6,98.6,0,0,"0"
"1249",0,0,0,4,44,27,164,172,166,160,162.1,149.7,160.8,168.2,144.4,0,0,"0"
"1250",0,0,0,5,32,25,142,142,143,133,94.9,98.6,115.1,115.3,117.2,0,0,"0"
"1251",0,0,1,4,76,20,328,296,293,304,293,259.1,288.9,274.3,289,0,0,"0"
"1252",0,0,1,3,92,25,258,266,257,256,188.8,184.5,207.5,220.7,212.9,0,1,"0"
"1253",0,0,1,6,28,19,160,146,158,173,284.7,285.9,218.3,156.9,197,0,1,"0"
"1254",0,0,0,2,92,24,179,182,184,177,174.6,195.7,224.6,205,181.1,0,0,"0"
"1255",0,0,0,6,24,18,116,137,116,129,110.4,130.3,110.2,69.1,85.7,0,0,"0"
"1256",0,0,1,3,72,18,211,213,216,223,264,267.3,247.2,244.9,256.2,0,0,"0"
"1257",0,0,1,7,36,24,320,232,245,313,313.8,281.9,306.6,284.5,258,0,0,"0"
"1258",0,0,0,1,136,27,136,143,135,131,46.7,0,78.2,113,121.9,0,0,"0"
"1259",0,0,0,4,36,27,134,131,132,137,74.7,36.1,54.6,91.9,149.8,0,0,"0"
"1260",0,0,0,3,40,22,111,119,123,127,92.9,69.9,84.4,102,112.3,0,0,"0"
"1261",0,0,0,1,208,20,202,205,206,214,201.8,179.2,146.1,146.8,184,0,0,"0"
"1262",0,0,1,3,76,24,217,222,213,219,218.3,219.4,213.3,233.7,203,1,0,"0"
"1263",0,0,0,3,60,27,170,169,176,164,189.5,160,191.5,189.4,184.6,0,0,"0"
"1264",0,0,0,3,60,23,156,169,166,172,146.5,157.4,192.6,201,169.6,0,0,"0"
"1265",0,0,0,1,132,25,117,135,132,149,99.8,124.1,113.5,117.8,151.5,0,0,"0"
"1266",0,0,0,6,24,24,128,124,129,143,126.2,135.4,163.4,186.5,187.2,0,0,"0"
"1267",0,0,0,7,0,17,147,124,117,100,141.6,118.2,104.1,78.4,64.3,0,0,"0"
"1268",0,0,0,7,28,19,163,181,168,149,166.3,130.5,161.2,193.4,150.2,0,0,"0"
"1269",0,0,0,4,32,15,117,149,162,150,175.7,207.2,179.4,166.6,156,0,0,"0"
"1270",0,0,0,3,64,17,133,149,77,122,182.6,212.4,177.6,168.4,178.1,0,0,"0"
"1271",0,0,0,3,60,25,174,179,170,168,124.1,166.5,148.3,151.5,175.7,0,0,"0"
"1272",0,0,0,2,64,20,131,125,135,133,117.5,99.8,69.4,82.7,126.3,0,0,"0"
"1273",0,0,1,7,32,29,226,216,214,217,260.8,232.7,215,201.1,216,0,1,"0"
"1274",0,0,1,4,56,21,213,228,232,233,185.1,200.2,201.4,230.6,249.5,0,0,"1"
"1275",0,0,0,8,24,17,173,179,180,185,106.7,124.4,135.3,152.3,205.6,0,0,"0"
"1276",0,0,1,7,36,25,246,252,254,252,217,219.1,225.6,222.7,177.1,1,0,"0"
"1277",0,0,0,5,44,23,201,217,213,207,191.7,199,183.4,232.7,188.2,1,0,"1"
"1278",0,0,1,1,292,23,286,290,283,290,306.9,301.2,306.7,279.6,295.8,0,1,"0"
"1279",1,0,0,5,92,20,423,448,445,444,425,427.3,434.4,446,426.2,0,1,"0"
"1280",0,0,0,5,32,15,169,147,152,145,181,142.4,139.8,147.7,153,0,0,"0"
"1281",0,0,0,0,0,24,141,143,135,131,145,152.5,165.7,156.2,123.5,0,0,"0"
"1282",0,0,1,4,56,23,208,211,217,217,182.4,216.1,226.3,262.1,231.5,1,1,"0"
"1283",0,0,0,4,36,20,143,136,146,141,119.9,165.9,139,132.2,121.6,0,0,"0"
"1284",0,0,0,5,32,25,160,150,145,151,152.5,126.6,139.9,123.6,114.2,0,0,"0"
"1285",0,0,1,0,0,21,182,180,178,177,253.6,217.9,218,174.3,163.9,0,0,"0"
"1286",0,0,0,2,48,24,56,89,210,195,211.6,185.2,175.8,177.7,128.5,0,0,"0"
"1287",0,0,0,7,28,15,180,181,172,169,113.2,154.3,164.7,159.3,124.4,0,0,"0"
"1288",0,0,0,4,36,22,136,143,141,130,202.8,204.3,195.6,169.4,149.9,0,0,"0"
"1289",0,0,0,3,64,17,165,182,165,181,125.4,157.1,176.8,156.2,179.5,0,0,"0"
"1290",0,0,0,7,28,17,188,160,181,186,164.5,129.2,143.4,178.3,216.6,0,0,"0"
"1291",0,0,0,2,76,14,132,146,148,146,98,99.8,150.5,124.5,172,0,0,"0"
"1292",0,0,0,1,168,21,167,166,128,143,191.1,152.8,112,117.9,137.7,0,0,"0"
"1293",0,0,1,5,52,25,245,258,255,260,265.2,293.6,310.5,285.5,292.7,0,1,"0"
"1294",0,0,1,4,48,20,189,204,220,192,178,197.6,214,206.3,206.8,0,1,"0"
"1295",0,0,1,3,72,24,207,208,219,224,213.8,234.9,220.6,235.9,225.6,0,0,"0"
"1296",0,0,1,7,32,22,219,219,219,207,293.2,292.8,278.7,274,224.4,0,1,"1"
"1297",0,0,0,4,44,19,185,176,173,176,208.3,145.8,188.9,170.6,168.5,0,0,"0"
"1298",0,1,0,5,68,25,338,324,329,329,363.4,368.9,330.9,346.6,313.1,0,1,"0"
"1299",0,0,1,8,20,25,233,147,211,281,210.8,231.5,246.5,244.4,217.8,0,1,"0"
"1300",0,0,0,2,68,26,130,130,131,125,209.9,165.6,111.8,101.6,93.5,0,0,"0"
"1301",0,0,0,7,20,17,144,149,135,119,105.7,109.6,130,148.4,124.5,0,0,"0"
"1302",1,0,0,4,96,27,370,382,371,375,405.4,392.3,414,423,401.1,0,1,"0"
"1303",0,0,0,2,72,24,127,126,128,147,130.7,103.9,80.5,125.5,172.9,0,0,"0"
"1304",0,0,1,3,64,20,185,184,184,173,256.9,225.3,176.7,197.1,183.2,0,0,"0"
"1305",0,0,1,5,44,20,208,218,202,204,195.1,190.8,218.2,219.7,223.2,0,0,"0"
"1306",0,0,1,5,44,25,208,204,206,206,196,225.9,262,220.4,162.6,0,0,"0"
"1307",0,0,0,5,40,19,185,176,173,172,169,193.5,191.7,167.2,173,0,0,"0"
"1308",0,0,1,4,60,29,243,235,229,232,232.2,209.8,233.4,209.1,226.1,0,0,"0"
"1309",0,0,0,7,32,22,198,199,205,208,211.2,190.1,186.8,166.9,168.9,1,0,"0"
"1310",0,0,0,5,36,22,176,183,174,179,186,195.8,178.5,197.3,197.5,0,0,"0"
"1311",0,0,0,3,52,25,152,142,143,142,118.1,104.4,114.8,152.4,116.1,0,0,"0"
"1312",0,0,1,1,224,17,224,224,224,235,240.1,304.7,317.9,298.1,285,1,1,"0"
"1313",0,0,0,4,36,12,127,130,137,132,90.1,61.7,82.5,102.7,140.9,0,0,"0"
"1314",0,0,0,4,40,12,158,134,145,142,183.4,150.4,168,132.4,197.8,0,0,"0"
"1315",0,0,0,2,88,20,171,172,171,160,51.7,129.6,120.4,163.4,129.5,0,0,"0"
"1316",0,0,0,3,60,19,184,174,183,183,173,134,146.4,192.1,187.1,0,0,"0"
"1317",0,0,0,5,36,19,180,178,175,178,139.8,167.8,134.8,134.4,142,0,0,"0"
"1318",0,0,1,3,84,23,250,246,256,246,241.8,247.5,251.3,237.1,261.5,0,0,"1"
"1319",0,0,0,4,40,25,186,163,165,157,89.8,88.3,103,134.1,103,0,0,"0"
"1320",0,0,0,10,20,20,160,162,181,177,162.1,164.1,126.9,142.6,149,0,0,"0"
"1321",0,0,0,5,28,21,136,146,139,150,168,173,171.3,167.9,193.7,0,0,"0"
"1322",0,0,0,2,88,13,160,170,177,174,188.2,169.5,160.8,173,187.6,0,0,"0"
"1323",0,0,0,5,28,18,132,143,138,134,95.9,78.8,102.9,93,133.3,0,0,"0"
"1324",0,0,1,6,52,28,289,285,290,285,291.5,264.9,303.8,309.1,286.4,0,1,"0"
"1325",0,0,0,6,32,13,183,181,176,175,166.7,145.2,118.2,148.3,176.3,0,0,"0"
"1326",0,0,0,7,20,17,141,129,140,133,161,155.8,133.6,119.5,101.2,0,0,"0"
"1327",0,0,1,2,88,22,179,178,177,174,201.6,224.7,228.9,224.6,157.1,0,0,"1"
"1328",0,0,0,3,56,19,150,164,155,154,111.9,136.2,131.6,117.3,107.5,0,0,"0"
"1329",0,0,1,7,32,26,227,214,214,220,227.5,193.6,220.3,188.2,213.8,0,0,"1"
"1330",0,0,0,2,68,24,133,131,129,141,135.5,176.5,177.8,172.5,145.9,0,0,"0"
"1331",0,0,0,5,32,17,143,166,167,173,222.5,207.1,194.9,194.3,172.2,0,0,"0"
"1332",0,0,0,7,20,18,65,77,102,139,167.8,152.4,161.9,149.5,124.5,0,0,"0"
"1333",0,0,0,4,28,16,108,136,141,144,138.2,127.7,85.2,168.7,185.3,0,0,"0"
"1334",0,0,0,6,24,20,136,136,139,134,161.8,160.3,161.9,88.6,126.4,0,0,"0"
"1335",0,0,0,3,40,19,127,125,117,127,194.9,182.4,157.9,122.5,67.5,0,0,"0"
"1336",0,0,0,6,24,14,137,149,138,143,199.9,182.4,171.5,159.8,167.9,0,0,"0"
"1337",0,0,0,3,60,13,176,183,181,173,192.2,186.4,202.4,155.4,175,0,0,"0"
"1338",0,0,0,2,76,21,175,137,158,166,137.2,98.3,96.8,182.3,187.4,0,0,"0"
"1339",0,0,0,2,72,16,144,132,133,131,66,68.4,129,97.9,102.4,0,0,"0"
"1340",0,0,0,6,32,24,155,162,176,172,192.8,156.9,166.3,178.7,186.9,0,0,"0"
"1341",0,0,0,4,44,23,165,161,168,169,169.7,182.9,183.1,222.9,190.4,0,0,"0"
"1342",0,0,1,5,44,20,207,214,211,217,212.1,204.7,195.8,224.5,238,0,0,"0"
"1343",0,0,0,4,36,24,129,132,158,161,137.4,152.3,145.4,138.1,156.2,0,0,"0"
"1344",0,0,0,3,48,17,142,136,130,136,148.1,138,112.6,104.3,108.4,0,0,"0"
"1345",0,0,0,5,24,26,182,149,143,118,166,136.7,160.8,205.6,185.8,0,0,"0"
"1346",0,0,0,4,36,18,144,129,139,144,162.5,158,151.1,170.9,159.9,0,0,"0"
"1347",0,0,0,5,24,21,134,136,131,119,92.4,76.6,97.5,77.6,69.4,0,0,"0"
"1348",0,0,0,2,76,17,148,133,130,125,98.2,140.9,134.6,120.7,147.5,0,0,"1"
"1349",0,0,0,5,40,26,181,199,172,180,150.3,149.1,140.4,156,161.9,0,0,"0"
"1350",0,0,0,4,36,21,141,140,142,148,167.4,161.3,153.5,148.3,163.7,0,0,"0"
"1351",0,0,0,4,40,17,150,165,159,166,205.4,190.8,183.1,195.4,180.8,0,0,"0"
"1352",0,0,0,2,68,18,141,130,129,135,113.5,132.1,154.9,137.1,112.4,0,0,"0"
"1353",0,0,1,11,20,26,217,206,217,209,236.8,282.6,243.5,203.2,203.5,1,0,"0"
"1354",0,0,1,3,64,26,286,216,207,263,234.8,234.1,256,236.4,282.7,0,0,"0"
"1355",0,0,0,4,36,24,133,127,127,139,99.6,119.1,102.2,147.5,148,0,0,"0"
"1356",0,0,0,4,36,26,134,150,147,152,126.5,168.1,192.4,228.8,184.3,0,0,"0"
"1357",0,0,0,6,24,18,144,135,134,135,111.2,68.5,69.9,129.6,134.9,0,0,"0"
"1358",0,0,1,1,392,15,293,389,328,297,257.8,265,249.1,277.8,312.8,0,1,"0"
"1359",0,0,0,5,32,19,153,146,110,119,124.1,150.8,157.9,154.6,156.9,0,0,"0"
"1360",0,0,0,3,52,15,126,149,155,156,127.1,124,149.1,170.7,168.3,0,0,"0"
"1361",0,0,0,3,100,18,145,243,290,253,167.8,147.8,168.6,193.9,242.9,0,0,"0"
"1362",0,0,0,1,168,25,175,181,185,187,187,156.7,186,218.2,207.5,0,0,"0"
"1363",0,0,0,0,0,20,158,166,170,163,169.1,155.9,121.6,172.7,190.6,0,0,"0"
"1364",0,0,0,3,48,12,112,124,134,137,141.4,110.7,112.5,106.5,83,0,0,"0"
"1365",0,0,0,4,44,21,172,179,174,173,193.9,178.8,171.5,136.2,135.4,0,0,"0"
"1366",0,0,0,5,28,21,138,142,136,136,140.3,90.1,90.6,152.5,175.1,0,0,"0"
"1367",0,1,0,3,112,32,342,333,324,320,305.3,353.4,346.7,332.7,328.7,0,1,"0"
"1368",0,0,0,1,188,24,187,189,185,186,179.1,148.1,152,181.6,162,0,0,"0"
"1369",0,0,0,8,20,17,130,144,139,133,116.4,112,100.7,139.6,131.6,0,0,"0"
"1370",0,0,0,3,48,28,133,130,144,141,167.1,129.3,92,124,107.2,0,0,"0"
"1371",0,0,0,5,28,29,150,153,135,128,90.2,65.2,107.4,77.6,85.8,0,0,"0"
"1372",0,0,0,8,20,25,119,133,136,142,116.1,123.2,127.1,133.4,128.6,0,0,"0"
"1373",0,1,0,3,132,25,396,413,400,388,384.3,359.2,359.4,380.4,401.5,0,0,"0"
"1374",0,0,1,6,48,29,303,270,290,300,247.7,217.1,245.9,282,288.6,0,0,"0"
"1375",0,0,0,2,68,16,164,150,135,132,200.3,206.8,183.9,180.9,162.4,0,0,"0"
"1376",0,0,0,4,36,14,137,141,136,143,149.8,110.4,108.2,116.6,164.1,0,0,"0"
"1377",0,0,0,0,0,21,170,168,165,155,168.1,176.3,167.7,156,137.6,0,0,"0"
"1378",0,0,0,6,24,17,127,149,156,149,137.8,156.4,177.1,194.1,194.2,0,0,"0"
"1379",0,0,0,5,32,18,141,137,141,143,127.6,149.6,162.9,166.5,144.1,0,0,"0"
"1380",0,0,1,5,48,19,221,224,220,210,262.8,286.2,296.5,226.4,217.9,0,0,"0"
"1381",0,0,0,8,24,26,172,169,164,158,123.7,142,120.2,125.3,83,0,0,"0"
"1382",0,0,0,3,60,26,149,174,164,207,147.2,147.2,170.3,134.1,151.6,0,0,"0"
"1383",0,0,1,1,160,20,272,182,195,206,218.3,231.2,237.9,263.4,245,1,1,"1"
"1384",0,0,0,1,172,15,156,174,172,168,159.6,159.6,148.4,149.5,138.6,0,0,"0"
"1385",0,0,0,4,40,27,159,162,153,159,133.1,158.1,108.3,152.8,128.2,0,0,"0"
"1386",0,0,0,0,0,13,138,127,137,131,128.5,172.6,167.4,157.4,119.2,0,0,"0"
"1387",0,0,0,5,32,20,141,149,139,151,164,203.9,192,208.9,185.9,0,0,"0"
"1388",0,0,0,3,48,22,138,140,135,134,94.8,123.7,128.9,118.3,151.8,0,0,"0"
"1389",0,0,0,2,72,21,142,142,145,141,130.6,144.1,161,163.9,165.2,0,0,"0"
"1390",0,0,0,3,68,16,195,188,180,175,162.4,205.6,189.3,171.5,167.1,0,0,"0"
"1391",0,0,0,5,36,19,186,178,185,182,189.7,165.7,145.9,147.4,186.5,0,0,"0"
"1392",0,0,0,5,28,19,131,138,140,133,119.4,115.5,86.1,95.8,141.2,0,0,"0"
"1393",0,0,0,7,28,16,176,172,164,173,182.3,181.6,154.6,198.9,186.1,0,0,"0"
"1394",0,0,0,5,28,26,135,129,123,128,164.3,155.4,136.9,143,131.8,0,0,"1"
"1395",0,0,0,6,20,12,114,142,134,119,152.6,152.7,146.3,103.9,97.1,0,0,"0"
"1396",0,0,0,3,56,15,169,166,168,173,181,172.8,186.2,204.9,191.3,0,0,"0"
"1397",0,0,0,3,56,21,151,152,163,171,101.9,121.7,107.8,172.7,207.4,0,0,"0"
"1398",0,0,0,3,64,17,175,182,185,172,170.8,178.7,179.5,151.6,204.6,0,0,"0"
"1399",0,0,0,4,48,18,178,185,175,160,210,146.2,163,160.9,144.7,0,0,"0"
"1400",0,0,1,4,88,31,245,372,412,346,289.3,248.1,230.5,281.2,283,1,0,"0"
"1401",0,0,0,0,0,14,136,136,122,120,48,42.7,29.6,52.6,67.5,0,0,"0"
"1402",0,0,0,6,24,15,119,123,126,125,114,122.9,155.4,159.6,136.3,0,0,"0"
"1403",0,0,0,4,40,16,159,170,172,172,158.1,154.1,131.8,137.2,147.8,0,0,"0"
"1404",0,0,1,7,32,23,214,199,204,223,228.3,254.6,265.3,272.7,256.4,0,0,"0"
"1405",0,0,0,5,40,21,164,131,162,129,193.8,135.1,123.6,146.7,123.4,0,0,"0"
"1406",0,0,0,7,20,16,136,127,127,131,104.5,54.5,71.6,130.9,146,0,0,"1"
"1407",0,0,0,2,68,25,148,135,130,132,90.2,139.4,110.4,102.7,115.1,0,0,"0"
"1408",0,0,1,4,64,19,255,258,254,258,241.8,224.8,228.5,179,200.2,0,1,"0"
"1409",0,0,0,6,32,14,180,192,191,181,132.9,176.1,184.4,198.7,174,0,0,"1"
"1410",0,0,1,3,56,16,142,151,168,168,222.8,220.5,209.3,202.2,172.5,0,0,"0"
"1411",0,0,0,7,24,14,160,172,171,175,139.4,132.4,151.1,174.4,171.2,0,0,"0"
"1412",0,0,0,5,28,14,123,134,127,141,95.9,112.4,104.1,127.4,102.7,0,0,"0"
"1413",0,0,0,5,28,22,140,138,136,133,55.3,90.8,87.9,99.9,97.8,0,0,"0"
"1414",0,0,0,8,20,28,144,169,168,183,135.7,146.5,150.2,154.2,178.8,0,0,"1"
"1415",0,0,0,9,0,20,129,128,125,133,123.6,143.9,102.8,102.1,147.9,0,0,"0"
"1416",0,0,0,3,52,20,185,182,166,152,168.7,146.3,136.5,190.5,167.9,0,0,"0"
"1417",0,0,0,2,88,25,161,168,171,171,167.5,147.9,145,159.3,167.5,0,0,"0"
"1418",0,0,1,3,52,24,173,142,151,156,255.1,242.4,192.7,169.8,164,0,0,"0"
"1419",0,0,0,5,28,18,132,135,141,146,123.4,110.1,128.9,107,191.9,0,0,"0"
"1420",0,0,0,3,48,20,144,141,144,143,112.8,152.1,113.7,123.5,139.2,0,0,"0"
"1421",0,0,0,1,140,16,158,141,138,135,147,127,159.3,148.7,165.4,0,0,"0"
"1422",0,0,0,10,0,23,135,132,148,136,147,169.1,178.6,142.4,166.4,0,0,"0"
"1423",0,0,1,2,116,24,243,240,234,246,229.9,224.2,237.2,259.6,266,0,0,"0"
"1424",0,0,1,3,84,19,243,249,260,250,197.1,263.9,257.9,234.7,209.3,0,1,"0"
"1425",1,0,0,6,72,28,391,341,411,434,461.3,511.8,484.4,518.4,481.1,0,1,"0"
"1426",0,0,0,2,80,23,155,152,144,133,108.4,151.7,118.3,97.8,146.9,0,0,"1"
"1427",0,0,1,6,24,28,137,140,138,221,266.2,277.2,318.4,318.6,296.3,1,0,"0"
"1428",0,0,0,3,64,17,182,180,189,179,143.2,119.5,159.6,187,168.1,0,0,"0"
"1429",0,0,0,6,36,17,181,198,198,197,169.1,180.4,225.4,198.4,206.9,0,0,"0"
"1430",0,0,0,6,24,21,140,140,133,136,137.9,136.4,95.2,132.8,145.9,0,0,"0"
"1431",0,0,0,2,84,20,166,162,160,174,158.6,193.5,136.5,152.6,133.7,0,0,"0"
"1432",0,0,0,4,36,19,128,120,119,137,116.2,97.5,108.4,116.3,157.2,0,0,"0"
"1433",0,0,0,4,44,17,160,161,159,168,167.8,188.4,189.3,185.5,176.3,0,0,"0"
"1434",0,0,0,3,52,18,131,143,151,148,113.9,150.8,120.2,96.4,112.5,0,0,"0"
"1435",0,0,0,6,28,23,133,141,151,149,110.8,80.1,157.5,141.5,138.6,0,0,"0"
"1436",0,0,1,8,36,29,270,276,277,283,270.5,278.6,316,283.8,253.1,1,0,"0"
"1437",0,0,1,6,32,20,168,188,187,192,164,188.9,218.9,223.8,246.4,0,0,"0"
"1438",0,0,0,8,20,21,172,178,155,172,155.3,177.6,174.4,164,187.8,0,0,"0"
